"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù","2023.03 ¿ù","2023.04 ¿ù","2023.05 ¿ù","2023.06 ¿ù","2023.07 ¿ù","2023.08 ¿ù","2023.09 ¿ù","2023.10 ¿ù","2023.11 ¿ù","2023.12 ¿ù",
"ÇÏ³²","¿ùÆò±Õ","",".041",".038",".039",".042",".036",".03",".027",".024",".03",".032",".04",".035",".039",".038",".043",".032",".036",".027",".02",".023",".026",".037",".03",".04",".04",".037",".042",".037",".037",".035",".027",".03",".028",".03",".037",".04",".043",".042",".047",".039",".04",".034",".028",".023",".031",".03",".037",".038",".04",".041",".037",".036",".032",".029",".023",".021",".02",".03",".04",".037",".045",".039",".038",".033",".033",".024",".019",".022",".021",".024",".034",".033",".035",".033",".03",".025",".02",".023",".017",".015",".015",".025",".03",".033",".028",".028",".03",".023",".019",".017",".013",".013",".011",".019",".03",".028",".035",".029",".028",".022",".019",".015",".015",".016",".016",".021",".027",".027",".0274",".0292",".0278",".0173",".016",".0154",".0138",".0141",".0145",".0185",".0182",".022",
"È­¼º","¿ùÆò±Õ","",".027",".027",".022",".022",".016",".014",".013",".014",".019",".027",".03",".028",".03",".028",".032",".024",".02",".018",".014",".014",".017",".024",".026","0.028*",".023",".022",".025",".026",".018",".017",".014",".015",".019",".024",".029",".029",".028",".025",".027",".021",".017",".014",".014",".015",".019",".02",".025",".027",".028",".025",".024","0.022*","0.017*",".014",".011",".01",".013",".021",".031",".027",".028",".024",".019",".018",".015",".012",".011",".012",".014",".017",".024",".025",".024",".021",".017",".014",".013",".012",".01",".007",".011",".02",".025",".025",".023",".021",".022",".016",".013",".013",".01",".011",".011",".017",".022",".025",".026",".02",".02",".014",".01",".008",".008",".009",".012",".017",".022",".025",".0241",".0254",".0207",".0139",".0113",".0078",".0067",".0075",".0096",".0147",".0148",".0188",
"¾çÁÖ","¿ùÆò±Õ","",".029",".023",".024",".022",".015",".014",".015",".012",".017",".018",".011",".021",".023",".02",".022",".017",".015",".01",".01",".011",".013",".015",".018",".023",".019",".018",".02",".019",".014",".014",".012",".01",".013",".016",".023",".024",".022",".021",".022",".018",".016",".012",".011",".009","0.017**",".014",".02",".023",".019",".017",".013",".011",".009",".008",".007",".006",".008",".014",".024",".02",".026",".021",".02",".015",".015",".011",".01",".01",".013",".016",".022",".023",".02",".018",".015",".013",".011",".011",".01",".01",".011",".016",".021",".022",".021",".019",".018",".014",".012",".011",".01",".01",".009",".014","0.019*",".021",".021",".016",".015",".012",".01",".008",".007",".009",".011",".014",".019",".022",".023",".0211",".0185",".0135",".0112",".0087",".0075",".0072",".0086",".0127",".0125",".0182",
"µ¿µÎÃµ","¿ùÆò±Õ","",".029",".023",".026",".02",".015",".011",".012",".01",".012",".018",".024",".025",".022",".022",".022",".016",".013",".01",".011",".011",".012",".018",".016",".018",".018",".019",".024",".022",".017",".015",".013",".011",".014",".018",".026",".023",".023",".023",".024",".018",".017",".012",".011","0.010**",".012",".014",".028",".033",".024",".024",".019",".015",".012",".009",".008",".008",".01",".015",".021",".023",".028",".023",".022",".015",".011",".008",".008",".008",".01",".012",".018",".024",".021",".02",".017",".012",".01",".009",".007",".007",".008",".013",".021",".024",".024",".022",".018",".013",".01",".008",".007",".007",".007",".012",".02",".021",".022",".018",".016",".012",".008",".007",".006",".007",".007",".01",".017",".018",".0235",".0209",".019",".0135",".0105",".0083",".0071",".0065",".0053",".0101",".0135",".0173",
"¾È¼º","¿ùÆò±Õ","",".022",".017",".019",".02",".016",".013",".011",".008",".011",".015",".02",".023",".022",".018",".019",".013",".012",".01",".009",".009",".01",".015",".016",".019",".018",".015",".017",".014",".01",".009",".008",".008",".009",".012",".022",".028",".028",".025",".025",".016",".014",".013",".011",".011",".015",".016",".021",".023",".026",".024",".017",".014",".009",".009",".007","0.010*",".011",".017",".026",".027",".029",".025",".021",".017",".016",".012",".011",".011",".011",".015",".023",".024",".023",".021",".018",".013",".011",".011",".008",".008",".01",".017",".02",".022",".018",".017",".015",".012",".009",".009",".007",".008",".008",".013",".02",".022",".024",".018",".016",".013",".011",".008",".008",".008",".009",".014",".019",".021",".0197",".0191",".0161",".0103",".0085",".0076",".0064",".0065",".0081",".0127",".0156",".0178",
"ÀÌÃµ","¿ùÆò±Õ","",".035",".032",".032",".023",".018",".016",".015",".011",".016",".021",".03",".029",".031",".03",".031",".02",".02",".015",".012",".015",".017",".024",".019",".022",".022",".021",".025",".018",".015",".013",".01","0.013*",".016",".022",".034",".034",".031",".028",".028",".019",".018",".015",".014",".013",".018",".02",".028",".029",".03",".03",".02",".016",".014",".014",".012",".01",".012",".022",".038",".033",".035",".025",".019",".017",".015",".011",".009",".01",".011",".015",".023",".026",".025",".021",".018",".013",".011",".011",".008",".008",".01","0.021*",".025",".027",".023",".022",".02",".015",".011",".009",".009",".008",".009",".015",".022",".022",".025",".02",".019",".013",".011",".009",".009",".008",".009",".014",".021",".023",".0223",".0213",".0189",".0117",".0099",".0096",".0082",".0081",".0088",".0148",".0169",".0196",
"ÆÄÁÖ","¿ùÆò±Õ","",".037",".026",".025",".022",".019",".013",".016",".012",".016",".023",".027",".03",".031",".028",".031",".023",".021",".018",".015",".015",".018",".023",".023",".03",".027",".027",".029",".026",".02",".018",".016",".014",".019",".022",".028",".03",".029",".028",".03",".022",".019",".015",".015",".013",".019",".019",".027",".032",".028",".027",".024",".021",".017",".015",".011",".011",".014",".02",".029",".028",".033",".026",".026",".022",".02",".013",".013",".012",".014",".018",".026",".029",".023",".02",".019",".014",".013",".011",".009",".009",".01",".016",".022",".025",".023",".021",".022",".015",".012",".012",".01",".009",".008",".014",".023",".024",".024",".021",".02",".015",".011",".008",".007",".008",".009",".013",".02",".022",".0236",".0215",".0192","0.0115*","0.0095*","0.0068*","0.0064*","0.0051*",".0073",".0105",".0121",".018",
"Æ÷Ãµ","¿ùÆò±Õ","",".05",".038",".04",".043",".029",".015",".017",".015",".019",".023",".056",".045",".04",".03",".032",".025",".031",".022",".019",".018",".023",".041",".031","0.025*",".024",".022",".022",".02","0.018**",".014",".012",".01",".015",".017",".024",".023",".023",".023",".023",".016",".015",".011",".012",".01",".015",".018",".023",".025",".019",".018",".016",".013",".01",".009",".007",".007",".008",".012",".018",".019",".022",".017",".017",".013",".013",".014",".018",".011",".01",".011",".013",".02",".026",".023",".02",".014",".007",".007",".006",".006",".006",".012",".016",".018",".017",".015",".015",".011",".008",".007",".006",".006",".006",".01",".016",".016",".018",".014",".012",".009",".008",".006",".005",".005",".006",".009",".012",".015",".0177",".0169",".0147",".0106",".0082",".0061",".0054",".0049",".0059",".0107",".0109",".0133",
"¿©ÁÖ","¿ùÆò±Õ","",".023",".024",".018",".017",".015",".011",".011",".01",".012",".016",".02",".018",".017",".011",".013",".011",".016",".015",".012","0.013*",".015",".023",".021",".026",".028",".024",".025",".018",".017",".015",".014",".013",".016",".021",".029",".031",".032",".03",".029",".02",".017",".014",".013",".011",".015",".018",".026",".029",".031",".029",".023",".019",".015",".013",".01",".009",".01",".019",".026",".027",".031",".024",".024",".019",".016",".012",".01",".008",".011",".016",".024",".028",".022",".02",".016",".012",".009",".009",".007",".006",".007",".014",".018",".023",".019",".018",".016",".013",".01",".009","0.008*",".008",".008",".013",".019",".018",".023",".017",".015",".011",".011",".008",".008",".007",".008",".012",".018",".021",".0191",".0182",".016",".0099",".0098",".0084",".0068",".0067",".0072",".0116",".0149",".0177",
"¿¬Ãµ","¿ùÆò±Õ","",".015",".01",".013",".011",".008",".004",".006",".005",".006",".01",".012",".014",".013",".013",".012",".01",".008",".006",".006",".006",".006",".009",".01",".014",".013",".012",".013",".011",".008",".009",".006",".005",".006",".008",".013",".014",".014",".013",".013",".01",".009",".007",".007",".006",".007",".009",".013",".017",".014",".014",".013",".01",".006",".005",".004",".004",".006",".009",".013",".015",".016",".013",".013",".009",".007",".005",".006",".005",".005",".007",".012",".014",".012",".011",".01",".008",".006",".006",".005",".005",".006",".009",".012",".013",".014",".013",".01",".007",".006",".005",".005",".004",".004",".007",".011",".013","0.012**","0.009**",".009",".006",".006",".004",".003","0.004*",".004",".006",".01",".011",".0118",".0103",".0097",".0067",".0043",".0033",".0034",".0025",".0026",".0062",".008",".0094",
"°¡Æò","¿ùÆò±Õ","",".019",".015",".017",".014",".01",".008",".009",".007",".006",".012",".018",".018",".017",".014",".015",".011",".011",".009",".009",".008",".007",".011",".012",".017",".019",".017",".015",".011",".009",".009",".008",".007",".007",".01",".017",".019",".019",".02",".018",".013",".012",".01",".01",".008",".008",".009",".015",".018",".02",".017",".016",".01",".008",".007",".007",".006",".006",".009",".015",".016",".02",".016",".012",".009",".01",".008",".008",".006",".006",".008",".013",".017",".016",".015",".012",".009",".008",".008",".006",".006",".006",".01",".015",".017",".015",".015",".012",".01",".008",".007",".005",".005","0.005*","0.010**","0.015**",".014",".016",".012",".011",".009",".007",".006",".005",".005",".005",".008",".013",".015",".016",".0153",".013",".0088",".0064",".0053",".0048",".0042",".004",".0072",".0104",".0129",
"¾çÆò","¿ùÆò±Õ","",".024",".016",".021",".02",".016",".013",".012",".01",".009",".013",".02",".021",".022",".023",".022",".015",".017",".011",".01",".009",".008",".015",".015",".02",".022",".021",".022",".017",".013",".013",".01",".009",".009",".011",".021",".021",".021",".022",".021",".017",".014",".013",".011",".008",".01",".01",".018",".023",".024",".022",".018",".015",".012",".012",".009",".01",".008",".012",".019",".022",".029",".022",".021",".012",".011",".01",".008",".006",".005",".009",".016",".02",".018",".016",".015",".013",".01",".01",".007",".007",".007",".013",".021",".028",".023",".024",".021",".016",".009",".007",".006",".005","0.005**",".009",".016",".016",".021",".016",".014",".01",".008",".006",".005",".006",".005",".008",".014",".018",".0174",".0173",".0146",".0096",".0071",".0065",".0053",".0048",".0047",".0076",".0123",".0143",
"µµÆò±Õ","¿ùÆò±Õ","",".038",".035",".032",".034",".026",".022",".02",".02",".026",".031",".036",".032",".035",".032",".036",".029",".027",".023",".018",".02",".024",".032",".03",".036",".032",".03",".032",".03",".026",".022",".019",".02",".024",".027",".032",".033",".033",".031",".034",".028",".024",".02",".018",".018",".025",".025",".031",".032",".033",".031",".028",".025",".021",".019",".015",".014",".017",".025",".036",".032",".036",".031",".028",".024",".022",".017",".014",".015",".018",".022",".03",".031",".03",".027",".023",".017",".016",".015",".012",".011",".013",".022",".027",".028",".026",".025",".025",".018",".015",".014",".012",".012",".011",".018",".026",".027",".029",".023",".022",".017",".013",".01",".01",".01",".013",".018",".025",".025",".0255",".0261",".023",".0151",".0136",".0107",".0092",".0092",".011",".0167",".0179",".0224",
"¾ç±¸","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.013*",".012",".013",".008",".008",".005",".005",".004",".004",".006",".011",".014",".013",".011",".009",".007",".006",".006",".004",".004",".004",".007",".01",".013",".011",".011",".008",".006",".004",".005",".004",".004",".003",".005",".011",".013",".016",".012",".01",".008",".006",".005",".003",".004",".003",".005",".01",".015",".0159",".0143",".0111",".0066",".0052",".004",".0034",".003",".0031",".0053",".0085",".0116",
"°í¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".008",".007",".008",".006",".006",".005",".004",".004",".004",".005",".006",".008",".006",".006",".006",".005",".004",".004",".003",".003",".003",".004",".005",".006",".005",".006",".006",".003",".002",".002",".003",".003",".003",".003",".005",".005",".006",".005",".006",".006",".005",".004",".003",".003",".003",".003",".005",".005",".0056",".006",".006",".0046",".0047",".0049",".0047",".0033",".0024",".0031",".0041",".005",
"Á¤¼±","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".017",".012",".008",".008","0.007*","0.004*",".005",".005",".006",".007",".012",".015",".012",".009",".011",".011",".01",".009",".007",".006",".006",".009",".01",".013",".011",".009",".008",".007",".005",".006",".005",".005",".006",".006",".01",".012",".014",".01",".009",".007",".006",".005",".005",".005",".003",".005",".008",".013",".0125",".0122",".0108",".0078",".0061",".0058",".005",".0045",".0053",".0064",".0099",".0123",
"È¾¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".018",".022",".014",".014",".011",".01",".008",".008",".008",".007",".011",".016",".019",".017",".015",".013",".011",".009",".009",".006",".006",".006",".011",".015",".016",".013",".012",".01",".007",".006",".006",".005",".005",".005",".007",".012",".016",".02",".015",".013",".009",".008",".007",".006",".007",".005",".009",".016",".019",".0173",".0162",".0134",".0088",".0067",".0064",".0052","0.0057*","0.0068**","0.0114**","0.0169**","0.0153*",
"ÃáÃµ","¿ùÆò±Õ","",".028",".02",".02",".018",".017",".014",".013",".009",".014",".02",".027",".026",".027",".028",".025",".018",".015",".01",".009",".01",".009",".019",".019","0.026*","0.023**","0.020**","0.020**","0.012**","0.011**","0.011**","0.009**","0.008**","0.010**","0.019**","0.029**","0.023**","0.023**",".022",".018",".015",".013",".01",".007",".007",".011",".013",".023",".028",".028",".024",".02",".014",".013",".01",".009",".008",".009",".017",".026",".027",".031",".021",".019",".014",".013",".01",".006",".006",".008",".012",".023",".023",".021",".019",".015",".01",".008",".007",".005",".005","0.005*","0.011*",".018",".021",".017",".015",".013",".009",".007",".006",".005",".005",".005",".009",".016",".018",".021",".015",".014",".01",".008",".006",".006",".005",".007",".009",".016",".02",".0205",".0187",".0154",".0092",".007",".0055","0.0049*","0.0044*","0.0042*","0.0082*","0.0122*","0.0148*",
"°­¸ª","¿ùÆò±Õ","",".013",".018",".013",".012",".014",".012",".013",".012",".01",".014",".016",".013",".014",".014",".015",".012",".012",".011",".01",".009",".01",".013",".014",".016",".015",".015",".018",".015",".015",".014",".011",".007",".009",".014",".017",".015",".011",".013",".015",".008",".014",".012",".011",".013",".012",".011",".012",".012",".02",".011",".015",".015",".013",".013",".011",".01",".012","0.006**",".018",".017",".017",".016",".014",".013",".012",".01",".008",".009",".009","0.009*","",".015",".014",".014",".011","0.011**",".011",".01",".01",".011",".009",".01",".013",".014",".015",".014",".015",".011",".009",".01",".01",".01",".009",".008",".012",".013",".016",".012",".011",".009",".009",".008",".007",".009",".008",".012",".011",".01",".0106",".013",".0104",".0086",".0085",".0067",".0079",".0059",".0055",".0071",".0078",".0094",
"¿øÁÖ","¿ùÆò±Õ","",".036",".029",".027",".025",".017",".014",".017",".017",".017",".019",".028",".033",".033",".027",".029",".022",".022",".015",".01",".012",".015",".025",".025",".032",".033",".029",".031",".022",".017",".014",".012",".011",".016",".021",".029",".03",".031",".03",".025",".017",".015",".014",".013",".011",".015",".019",".027",".027",".028",".027",".02",".017",".015",".014",".012",".012",".013","0.016*",".024",".024",".029",".024",".018",".015",".015",".011",".009",".009",".009",".013",".023",".027",".025",".022",".017",".014","0.010*","0.010*",".009",".008",".009",".015",".019",".026",".022",".02",".017",".013",".01",".008",".007",".007",".008",".012",".019",".021",".025",".019",".017",".013",".01",".008",".008",".008",".01",".013",".02",".023",".0225",".0213",".0179",".0115",".0094",".0079",".0066",".006",".0066",".0112",".0158",".0187",
"µ¿ÇØ","¿ùÆò±Õ","",".018",".02",".018",".022",".018",".014",".019",".015",".017",".022",".023",".017",".02",".02",".024",".02",".02",".015",".013",".017",".016",".019",".016",".021",".018",".017",".019",".017",".019",".015",".013",".014",".015",".018",".018",".018",".016",".014",".018",".014",".014",".015",".016","0.010*","0.020**",".017",".021",".017",".018",".017",".017",".015",".013",".015",".013",".014",".014",".016",".023",".02",".02",".018",".015",".017",".017",".014",".013",".013",".013",".015","0.019*",".018",".015",".015",".012",".011",".011",".011",".009",".011",".009",".014",".017",".015",".016",".014",".015",".012",".011",".01",".011",".01",".008",".011",".016",".016",".017",".012",".017",".012",".013",".01",".009",".011",".007",".01",".017",".013",".0141",".0182",".016",".0121",".0117",".0102",".0114",".0073",".0075",".0104",".0108",".0138",
"»ïÃ´","¿ùÆò±Õ","",".018",".016",".016",".016",".014",".013",".015",".013",".013",".017",".022",".021",".022",".021",".023",".02",".02",".018",".016",".015",".013",".017",".018",".02",".02",".02",".02",".017",".016",".015",".013",".008",".01",".015",".018",".021",".019",".012",".013",".012",".015",".013",".013",".008","0.017**",".013",".019",".02",".018",".017",".016",".014",".012",".014",".011",".01",".01",".012",".019",".019",".019",".018",".016",".014",".014",".012",".01",".009",".008",".01",".016",".017",".015",".015",".011",".01",".009",".011",".008",".01",".007",".01",".014",".015",".014",".013",".013",".011",".01",".01",".008",".008",".007",".009",".014",".014",".016",".012",".014",".011",".01",".008",".008",".009",".007",".008",".015",".014",".0152",".0155",".0142",".0097",".0109",".0093",".0104",".0081",".0088",".0089",".0118",".0134",
"ÆòÃ¢","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".017",".013",".012",".008",".007",".006",".004",".004",".003",".009",".015",".016",".018",".012",".011",".008",".007",".007",".007",".006",".006",".007",".012",".017",".014",".011",".011",".008",".007",".005","0.008**",".009",".007",".008",".014",".015",".01",".011",".009",".007",".006",".005",".005",".005",".004",".007",".013",".013",".014",".01",".01",".008",".007",".007",".006",".006",".004",".005",".013",".016",".013",".0119",".0129",".0086",".0088",".0091",".0066",".0048",".0052",".0069",".0103",".0125",
"¾ç¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".009",".008",".008",".007",".008",".006",".005",".005",".005",".006",".008",".009",".008",".008",".007",".006",".005",".006",".005",".005",".004",".006",".008",".008",".007",".008",".007",".006",".005",".005",".004",".006",".004",".006",".007",".007",".009",".007",".008",".006",".006",".005",".005",".005",".007",".009",".007",".006",".0062",".0081",".0071",".005",".0047",".0039",".004",".0031",".0035",".0046",".0053",".0059",
"¼ÓÃÊ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.015*",".015",".012",".01",".009",".008",".007",".008",".008",".01",".016",".016",".012",".011",".01",".008",".006",".008",".006",".009",".007",".011",".01",".01",".011",".011",".011",".008",".006",".006",".005",".006",".006",".009",".012",".012",".016",".011",".011",".009",".007",".006",".005",".007",".006",".007",".011",".009",".0113",".0142",".0103",".0071",".0062",".0046",".0063",".0048",".0045",".0075",".008",".0108",
"¿µ¿ù","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".016",".011",".01",".007",".005",".005",".004",".004",".003",".006",".012",".016",".013",".01",".009",".007",".005",".004",".004",".005",".004",".008",".01",".016",".01",".012",".01",".007",".006",".007",".005",".006",".006",".009",".012",".012",".013",".007",".006",".007",".005",".005",".005",".005",".005",".005",".01",".016",".013",".013",".0099",".0062",".007",".0057",".004",".0041",".0041",".0068",".0128",".0137",
"Ã¶¿ø","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".014",".011",".011",".008",".007",".005",".005",".005",".006",".008",".01",".009",".007",".007",".008",".008",".005",".005",".003",".003",".004",".007",".013",".014",".011",".01",".01",".009",".006",".006",".005",".005",".005",".007",".009",".011",".01",".009",".007",".006",".006",".006",".005",".005",".007",".01",".008",".011",".0108",".0101",".0078",".0048",".0052",".0039",".0037",".0033",".0031",".0048",".0076",".0088",
"È«Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".022",".018",".012",".012",".01",".009",".009",".009",".014",".017",".022",".022",".017",".015",".012",".009",".009",".007",".008",".009",".013",".018",".023",".019",".018",".016",".011",".008",".007",".006",".007",".007",".011",".019",".019",".021",".017",".013",".011",".008",".006",".007",".007",".003",".004",".019",".021",".0206",".0196",".0161",".0105",".0081",".0059",".0057",".0052",".0053",".0093",".013",".0169",
"È­Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".005",".009",".006",".005",".003",".003",".003",".003",".005",".01",".014",".011",".009",".008",".006",".004",".004",".003",".002",".003",".006",".01",".013",".012",".011",".009",".006",".004",".004",".003",".003",".003",".005",".011",".012",".014",".011",".009",".007",".005","0.005*",".003",".003",".006",".007",".009",".013",".0157",".0123",".0105",".0066",".0048",".004",".0036",".0028",".0028",".0048",".0081",".0116",
"ÅÂ¹é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".012",".01",".009",".008",".008",".005",".007",".008",".009",".013",".012",".012",".012",".01",".008",".006",".006",".005",".005",".006",".009",".011",".012",".01",".013",".01",".008",".006",".006",".005",".004",".004",".007",".01",".01",".012",".01",".008",".007",".008",".006",".006",".006",".006",".011",".011",".01",".0105",".0123",".011",".0072",".0065",".0059",".0046",".0053",".0056",".0073",".0089",".0109",
"ÀÎÁ¦","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.007*",".007",".005",".003",".003",".003",".004",".008",".009",".008",".007",".006",".005",".004",".003",".002",".002",".003",".005",".008",".01",".007",".008",".007",".005",".004",".004",".003",".003",".003",".005",".009",".009",".01",".007",".007",".006",".005",".004",".003",".004",".004",".005",".007",".009",".0101","0.0108*",".0085",".005",".0041",".0037",".0034",".0032",".0032",".0048",".0065",".009",
"µµÆò±Õ","¿ùÆò±Õ","",".026",".022",".02",".019",".016",".014",".015",".013",".014",".019",".025",".024",".025",".023",".024",".019",".018",".014",".011",".012",".013",".02",".019",".025",".024",".022",".023",".018",".016",".014",".011",".01",".013",".018",".024",".023",".022",".02",".019",".014",".014",".013",".011",".009","0.013*",".015",".022",".023",".023",".02",".018",".014",".013",".012",".01",".01",".01",".015",".022",".02",".02",".015",".014",".011",".01",".008",".007",".007",".007",".009",".015",".017",".015",".013",".011",".009",".007",".007",".006",".006",".006",".01",".014",".016",".014",".013",".012",".009",".007",".006",".006",".006",".005",".008",".013",".014",".017",".013",".012",".009",".008",".007",".006",".006",".006",".008",".013",".015",".0153",".0152",".0127",".0084",".0073",".0062",".0058",".0049",".0051",".0077",".0107",".0129",
"±«»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".016",".013",".009",".008",".007",".006",".007",".008",".01",".014",".018",".017",".013",".01",".009",".006",".006",".005",".004",".006",".01",".014",".018",".015",".014",".011",".008",".006",".006",".004",".004",".004",".006",".01",".013",".017",".013",".011",".009",".006",".005",".004",".004",".005",".008",".012",".015",".0131",".0131",".0106",".0076",".0063",".005",".0039",".0042",".0049",".007",".0092",".0128",
"À½¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".018",".014",".011",".011",".008",".007",".007",".009",".012",".019",".021",".02",".016",".013",".012","0.008*",".008",".007",".005",".008",".012",".016",".019",".016",".015",".014",".011",".009",".008",".007",".007",".007",".01",".014",".017",".019",".015",".013",".01",".009",".007",".006",".006",".008",".011",".015",".02",".0164",".0166",".0134",".0095",".0085",".008",".0055",".0052",".0057",".008",".0105",".0127",
"Ã»ÁÖ","¿ùÆò±Õ","","0.036*",".027",".027",".025",".019",".016",".013",".012",".016",".021",".03",".028",".029",".022",".024",".017",".018",".015",".009",".012",".014",".021",".022",".026",".025",".023",".025",".02",".017",".015",".014","0.014*",".014",".02",".026",".026",".026",".025",".024",".02",".017",".015",".014",".014",".016",".015",".02",".023",".03",".026",".019",".017",".014",".019",".018",".018",".018",".022",".03",".027",".031",".031",".027",".021",".018",".015",".013",".013",".015",".019",".027",".03",".027",".026",".021",".016",".012",".012",".01",".009",".011",".018",".022",".025",".023",".021",".02",".015",".013",".011",".009",".01",".01",".016",".022",".022",".024",".018",".016",".012",".01",".007",".007",".008",".009",".014",".021",".023",".0209",".0206",".0185",".0135",".0117",".0104",".0093",".0093",".0098",".0144",".0168",".0201",
"ÃæÁÖ","¿ùÆò±Õ","",".041",".032",".027",".026",".021",".017",".018",".012",".018",".027",".035",".034",".033",".029",".031",".021",".017",".015",".013",".013",".017",".026",".026",".031",".029",".026",".028",".022",".017",".016",".013",".013",".016",".02",".033",".033",".031",".03",".028",".02",".017",".015",".013","0.013**",".018",".017",".032",".033",".034",".031",".023",".02",".017",".013",".014",".015",".017",".023",".032",".033",".037",".032",".024",".018",".019","0.019**",".011",".011",".014",".019",".027",".028",".026",".023",".015",".013","0.011*",".01",".008",".009",".011",".015",".019",".023",".02",".018",".017",".013","0.013**","0.01**","0.009**","0.009**","0.010**","0.014*",".017",".02",".02",".018",".017",".013",".011",".008",".008",".009",".011",".014",".021",".023",".0215",".0205",".0177",".0124",".0117",".0094",".0079",".0083",".0089",".0129",".0154",".0177",
