"시군구별","적용인구별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"북구","가입자수","시군구별 적용인구 현황","명","117458","115164","113357","115066","113714","112369","113381","117403",
"북구","세대수","시군구별 적용인구 현황","세대","63831","63524","63763","66631","67482","68455","71095","74943",
"광산구","건강보험적용인구","시군구별 적용인구 현황","명","389605","394081","396484","397522","401108","401818","402864","400828",
"광산구","사업장수","시군구별 적용인구 현황","개","10958","12113","12949","13889","14700","15300","16105","16497",
"광산구","총가입자수","시군구별 적용인구 현황","명","296626","301558","304223","304437","304975","305440","305986","299886",
"광산구","가입자수","시군구별 적용인구 현황","명","123097","129498","133991","138548","143581","148337","153049","156123",
"광산구","피부양자수","시군구별 적용인구 현황","명","173529","172060","170232","165889","161394","157103","152937","143763",
"광산구","가입자수","시군구별 적용인구 현황","명","92979","92523","92261","93085","96133","96378","96878","100942",
"광산구","세대수","시군구별 적용인구 현황","세대","47988","48778","49589","51832","55697","57418","59505","63271",
"대전광역시","건강보험적용인구","시군구별 적용인구 현황","명","1470903","1469471","1467646","1449184","1437449","1426508","1423211","1422643",
"대전광역시","사업장수","시군구별 적용인구 현황","개","39447","42471","44750","47386","50045","52996","54984","55806",
"대전광역시","총가입자수","시군구별 적용인구 현황","명","1080709","1085899","1087824","1071175","1066427","1060306","1054500","1035395",
"대전광역시","가입자수","시군구별 적용인구 현황","명","462925","477296","489382","500680","516435","530151","541157","553387",
"대전광역시","피부양자수","시군구별 적용인구 현황","명","617784","608603","598442","570495","549992","530155","513343","482008",
"대전광역시","가입자수","시군구별 적용인구 현황","명","390194","383572","379822","378009","371022","366202","368711","387248",
"대전광역시","세대수","시군구별 적용인구 현황","세대","207485","207229","209706","216567","219129","222945","231416","247841",
"동구","건강보험적용인구","시군구별 적용인구 현황","명","226687","221682","218565","217173","215765","212011","214216","213315",
"동구","사업장수","시군구별 적용인구 현황","개","5011","5330","5620","5976","6273","6562","6764","6793",
"동구","총가입자수","시군구별 적용인구 현황","명","155286","152825","151201","150291","149955","148278","148618","144937",
"동구","가입자수","시군구별 적용인구 현황","명","64562","64800","65469","67826","69985","71137","73394","74406",
"동구","피부양자수","시군구별 적용인구 현황","명","90724","88025","85732","82465","79970","77141","75224","70531",
"동구","가입자수","시군구별 적용인구 현황","명","71401","68857","67364","66882","65810","63733","65598","68378",
"동구","세대수","시군구별 적용인구 현황","세대","38430","37549","37440","38585","39112","39017","41728","44636",
"중구","건강보험적용인구","시군구별 적용인구 현황","명","245502","241714","239694","234542","231165","226327","222053","219544",
"중구","사업장수","시군구별 적용인구 현황","개","6121","6354","6556","6899","7340","7590","7810","7867",
"중구","총가입자수","시군구별 적용인구 현황","명","172072","169847","168982","164641","162676","159413","156735","152368",
"중구","가입자수","시군구별 적용인구 현황","명","72019","72708","73967","75000","77210","77823","78885","80074",
"중구","피부양자수","시군구별 적용인구 현황","명","100053","97139","95015","89641","85466","81590","77850","72294",
"중구","가입자수","시군구별 적용인구 현황","명","73430","71867","70712","69901","68489","66914","65318","67176",
"중구","세대수","시군구별 적용인구 현황","세대","39338","38986","39330","40397","40603","40820","40570","42109",
"서구","건강보험적용인구","시군구별 적용인구 현황","명","479957","478697","477567","472906","470306","467002","464031","462680",
"서구","사업장수","시군구별 적용인구 현황","개","11556","12333","13046","13825","14477","15530","16069","16209",
"서구","총가입자수","시군구별 적용인구 현황","명","354331","355209","355044","351224","350805","348373","345727","337310",
"서구","가입자수","시군구별 적용인구 현황","명","152191","156698","160578","165248","171006","175351","178373","181621",
"서구","피부양자수","시군구별 적용인구 현황","명","202140","198511","194466","185976","179799","173022","167354","155689",
"서구","가입자수","시군구별 적용인구 현황","명","125626","123488","122523","121682","119501","118629","118304","125370",
"서구","세대수","시군구별 적용인구 현황","세대","66105","66144","67014","69160","70137","71864","73943","79758",
"유성구","건강보험적용인구","시군구별 적용인구 현황","명","329340","341674","350565","348889","349100","350793","353449","359262",
"유성구","사업장수","시군구별 적용인구 현황","개","9945","11162","12006","12834","13794","14864","15514","15986",
"유성구","총가입자수","시군구별 적용인구 현황","명","263810","274807","281913","278451","279210","280574","280866","281262",
"유성구","가입자수","시군구별 적용인구 현황","명","115091","123073","129495","132381","137435","143221","146716","152354",
"유성구","피부양자수","시군구별 적용인구 현황","명","148719","151734","152418","146070","141775","137353","134150","128908",
"유성구","가입자수","시군구별 적용인구 현황","명","65530","66867","68652","70438","69890","70219","72583","78000",
"유성구","세대수","시군구별 적용인구 현황","세대","35214","36579","38434","40660","41654","43054","46147","50672",
"대덕구","건강보험적용인구","시군구별 적용인구 현황","명","189417","185704","181255","175674","171113","170375","169462","167842",
"대덕구","사업장수","시군구별 적용인구 현황","개","6814","7292","7522","7852","8161","8450","8827","8951",
"대덕구","총가입자수","시군구별 적용인구 현황","명","135210","133211","130684","126568","123781","123668","122554","119518",
"대덕구","가입자수","시군구별 적용인구 현황","명","59062","60017","59873","60225","60799","62619","63789","64932",
"대덕구","피부양자수","시군구별 적용인구 현황","명","76148","73194","70811","66343","62982","61049","58765","54586",
"대덕구","가입자수","시군구별 적용인구 현황","명","54207","52493","50571","49106","47332","46707","46908","48324",
"대덕구","세대수","시군구별 적용인구 현황","세대","28398","27971","27488","27765","27623","28190","29028","30666",
"울산광역시","건강보험적용인구","시군구별 적용인구 현황","명","1175951","1169669","1161271","1151253","1147475","1132829","1119785","1110677",
"울산광역시","사업장수","시군구별 적용인구 현황","개","25833","27544","28585","29701","31074","32174","33001","33724",
"울산광역시","총가입자수","시군구별 적용인구 현황","명","905177","894634","884464","872902","877517","863929","852741","839665",
"울산광역시","가입자수","시군구별 적용인구 현황","명","394784","394961","394381","397067","411661","412888","416211","426814",
"울산광역시","피부양자수","시군구별 적용인구 현황","명","510393","499673","490083","475835","465856","451041","436530","412851",
"울산광역시","가입자수","시군구별 적용인구 현황","명","270774","275035","276807","278351","269958","268900","267044","271012",
"울산광역시","세대수","시군구별 적용인구 현황","세대","146151","149842","152942","157754","158673","161363","163823","170035",
"중구","건강보험적용인구","시군구별 적용인구 현황","명","241246","238792","235147","228374","220530","213973","209591","204844",
"중구","사업장수","시군구별 적용인구 현황","개","3421","3771","4065","4259","4450","4566","4643","4677",
"중구","총가입자수","시군구별 적용인구 현황","명","178792","176237","173858","167684","162881","157398","154630","150114",
"중구","가입자수","시군구별 적용인구 현황","명","77206","76995","76625","75148","75175","73845","74091","74847",
"중구","피부양자수","시군구별 적용인구 현황","명","101586","99242","97233","92536","87706","83553","80539","75267",
"중구","가입자수","시군구별 적용인구 현황","명","62454","62555","61289","60690","57649","56575","54961","54730",
"중구","세대수","시군구별 적용인구 현황","세대","33804","34195","34185","34677","34030","33961","33812","34265",
"남구","건강보험적용인구","시군구별 적용인구 현황","명","342600","338931","333469","328741","322381","318304","312990","309795",
"남구","사업장수","시군구별 적용인구 현황","개","10173","10759","11160","11318","11740","11981","12147","12321",
"남구","총가입자수","시군구별 적용인구 현황","명","259638","256133","251659","246905","244122","240290","236182","232234",
"남구","가입자수","시군구별 적용인구 현황","명","114062","114717","114750","115098","117016","118008","118745","121628",
"남구","피부양자수","시군구별 적용인구 현황","명","145576","141416","136909","131807","127106","122282","117437","110606",
"남구","가입자수","시군구별 적용인구 현황","명","82962","82798","81810","81836","78259","78014","76808","77561",
"남구","세대수","시군구별 적용인구 현황","세대","45990","46471","46659","47908","47505","48318","48734","50217",
"동구","건강보험적용인구","시군구별 적용인구 현황","명","176296","174787","169322","163879","159749","156374","153674","152381",
"동구","사업장수","시군구별 적용인구 현황","개","2207","2168","2151","2206","2247","2347","2338","2467",
"동구","총가입자수","시군구별 적용인구 현황","명","144391","140316","132671","127648","125934","122613","120470","118402",
"동구","가입자수","시군구별 적용인구 현황","명","65432","62906","58591","56810","57997","56337","56819","58588",
"동구","피부양자수","시군구별 적용인구 현황","명","78959","77410","74080","70838","67937","66276","63651","59814",
"동구","가입자수","시군구별 적용인구 현황","명","31905","34471","36651","36231","33815","33761","33204","33979",
"동구","세대수","시군구별 적용인구 현황","세대","18051","19284","20406","20695","20094","20547","20421","21419",
"북구","건강보험적용인구","시군구별 적용인구 현황","명","190298","195033","200303","206088","217835","218906","218579","218746",
"북구","사업장수","시군구별 적용인구 현황","개","3934","4134","4235","4447","4743","5012","5251","5456",
"북구","총가입자수","시군구별 적용인구 현황","명","156111","159744","163011","167522","178350","178883","177634","176575",
"북구","가입자수","시군구별 적용인구 현황","명","66428","69103","71528","75518","83027","85453","86005","88659",
"북구","피부양자수","시군구별 적용인구 현황","명","89683","90641","91483","92004","95323","93430","91629","87916",
"북구","가입자수","시군구별 적용인구 현황","명","34187","35289","37292","38566","39485","40023","40945","42171",
"북구","세대수","시군구별 적용인구 현황","세대","17540","18347","19547","20764","22028","22817","23858","25309",
"울주군","건강보험적용인구","시군구별 적용인구 현황","명","225511","222126","223030","224171","226980","225272","224951","224911",
"울주군","사업장수","시군구별 적용인구 현황","개","6098","6712","6974","7471","7894","8268","8622","8803",
"울주군","총가입자수","시군구별 적용인구 현황","명","166245","162204","163265","163143","166230","164745","163825","162340",
"울주군","가입자수","시군구별 적용인구 현황","명","71656","71240","72887","74493","78446","79245","80551","83092",
"울주군","피부양자수","시군구별 적용인구 현황","명","94589","90964","90378","88650","87784","85500","83274","79248",
"울주군","가입자수","시군구별 적용인구 현황","명","59266","59922","59765","61028","60750","60527","61126","62571",
"울주군","세대수","시군구별 적용인구 현황","세대","30766","31545","32145","33710","35016","35720","36998","38825",
"세종특별자치시","건강보험적용인구","시군구별 적용인구 현황","명","208949","241375","266094","313774","341981","357356","374171","386776",
"세종특별자치시","사업장수","시군구별 적용인구 현황","개","4371","5261","6048","7177","8073","8871","9898","10446",
"세종특별자치시","총가입자수","시군구별 적용인구 현황","명","164762","192297","213692","253061","278135","292400","307089","314246",
"세종특별자치시","가입자수","시군구별 적용인구 현황","명","71739","85926","96736","118307","134250","144804","155742","164357",
"세종특별자치시","피부양자수","시군구별 적용인구 현황","명","93023","106371","116956","134754","143885","147596","151347","149889",
"세종특별자치시","가입자수","시군구별 적용인구 현황","명","44187","49078","52402","60713","63846","64956","67082","72530",
"세종특별자치시","세대수","시군구별 적용인구 현황","세대","23281","26343","28952","33985","36804","38395","40606","44484",
"경기도","건강보험적용인구","시군구별 적용인구 현황","명","12504543","12725198","12907489","13141384","13413979","13601690","13784783","13857593",
"경기도","사업장수","시군구별 적용인구 현황","개","357094","386317","412827","440169","466971","494053","524560","542664",
"경기도","총가입자수","시군구별 적용인구 현황","명","9124594","9366543","9529692","9712257","9890922","10028946","10179770","10095255",
"경기도","가입자수","시군구별 적용인구 현황","명","4118666","4332933","4526034","4770006","4993410","5189095","5416887","5578877",
"경기도","피부양자수","시군구별 적용인구 현황","명","5005928","5033610","5003658","4942251","4897512","4839851","4762883","4516378",
"경기도","가입자수","시군구별 적용인구 현황","명","3379949","3358655","3377797","3429127","3523057","3572744","3605013","3762338",
"경기도","세대수","시군구별 적용인구 현황","세대","1776227","1790159","1837212","1922700","2055346","2125464","2187587","2322643",
"수원시 장안구","건강보험적용인구","시군구별 적용인구 현황","명","298198","294036","292186","284911","279424","273650","275775","273532",
"수원시 장안구","사업장수","시군구별 적용인구 현황","개","4537","4813","5397","5606","5859","5854","5980","5635",
"수원시 장안구","총가입자수","시군구별 적용인구 현황","명","222794","221927","220505","214217","208999","205222","206725","201240",
"수원시 장안구","가입자수","시군구별 적용인구 현황","명","96655","98459","100321","100723","100766","101453","105259","107058",
"수원시 장안구","피부양자수","시군구별 적용인구 현황","명","126139","123468","120184","113494","108233","103769","101466","94182",
"수원시 장안구","가입자수","시군구별 적용인구 현황","명","75404","72109","71681","70694","70425","68428","69050","72292",
"수원시 장안구","세대수","시군구별 적용인구 현황","세대","40125","38980","39642","40443","41936","41431","43283","46104",
"수원시 권선구","건강보험적용인구","시군구별 적용인구 현황","명","347418","358322","366566","379691","375991","373732","369705","373858",
"수원시 권선구","사업장수","시군구별 적용인구 현황","개","7370","8022","8215","8900","9490","9943","10321","10744",
"수원시 권선구","총가입자수","시군구별 적용인구 현황","명","256799","265777","271734","280509","277162","275705","272906","271808",
"수원시 권선구","가입자수","시군구별 적용인구 현황","명","117998","125134","131489","140449","142328","145033","147946","153302",
"수원시 권선구","피부양자수","시군구별 적용인구 현황","명","138801","140643","140245","140060","134834","130672","124960","118506",
"수원시 권선구","가입자수","시군구별 적용인구 현황","명","90619","92545","94832","99182","98829","98027","96799","102050",
"수원시 권선구","세대수","시군구별 적용인구 현황","세대","48673","50559","52788","56575","58863","59835","60276","64751",
"수원시 팔달구","건강보험적용인구","시군구별 적용인구 현황","명","199479","199096","195367","184234","183942","182045","189997","200181",
"수원시 팔달구","사업장수","시군구별 적용인구 현황","개","6506","6764","7285","7526","7783","7804","7923","7518",
"수원시 팔달구","총가입자수","시군구별 적용인구 현황","명","135138","135206","131836","123834","121942","122234","130136","137286",
"수원시 팔달구","가입자수","시군구별 적용인구 현황","명","63546","65327","65609","63843","65009","67389","74218","80690",
"수원시 팔달구","피부양자수","시군구별 적용인구 현황","명","71592","69879","66227","59991","56933","54845","55918","56596",
"수원시 팔달구","가입자수","시군구별 적용인구 현황","명","64341","63890","63531","60400","62000","59811","59861","62895",
"수원시 팔달구","세대수","시군구별 적용인구 현황","세대","36997","37189","37605","36708","40642","39933","40411","42756",
"수원시 영통구","건강보험적용인구","시군구별 적용인구 현황","명","338408","344656","354218","360303","372983","374152","370355","367917",
"수원시 영통구","사업장수","시군구별 적용인구 현황","개","7284","8014","8482","9168","9841","10619","12006","12744",
"수원시 영통구","총가입자수","시군구별 적용인구 현황","명","279920","285918","294185","298830","309928","310214","306165","299905",
"수원시 영통구","가입자수","시군구별 적용인구 현황","명","128533","134232","141951","149152","158212","162129","164296","166824",
"수원시 영통구","피부양자수","시군구별 적용인구 현황","명","151387","151686","152234","149678","151716","148085","141869","133081",
"수원시 영통구","가입자수","시군구별 적용인구 현황","명","58488","58738","60033","61473","63055","63938","64190","68012",
"수원시 영통구","세대수","시군구별 적용인구 현황","세대","30303","31042","32527","34614","36799","38389","40077","43546",
"성남시 수정구","건강보험적용인구","시군구별 적용인구 현황","명","215306","229373","234466","232027","234938","241189","237650","233534",
"성남시 수정구","사업장수","시군구별 적용인구 현황","개","4334","4664","5150","5737","6330","6966","7704","8302",
"성남시 수정구","총가입자수","시군구별 적용인구 현황","명","142923","155929","161351","160139","162471","170845","168280","162870",
"성남시 수정구","가입자수","시군구별 적용인구 현황","명","68813","76268","80432","83015","86745","94544","95343","95553",
"성남시 수정구","피부양자수","시군구별 적용인구 현황","명","74110","79661","80919","77124","75726","76301","72937","67317",
"성남시 수정구","가입자수","시군구별 적용인구 현황","명","72383","73444","73115","71888","72467","70344","69370","70664",
"성남시 수정구","세대수","시군구별 적용인구 현황","세대","41756","42435","43117","43777","46373","46052","46488","48280",
"성남시 중원구","건강보험적용인구","시군구별 적용인구 현황","명","243290","233053","225766","220569","216400","213244","208829","208772",
"성남시 중원구","사업장수","시군구별 적용인구 현황","개","7640","7923","8074","8402","8650","8848","9080","9170",
"성남시 중원구","총가입자수","시군구별 적용인구 현황","명","168528","163526","158827","156189","153837","152568","149492","149034",
"성남시 중원구","가입자수","시군구별 적용인구 현황","명","80694","80419","79609","81707","83096","85396","85758","88090",
"성남시 중원구","피부양자수","시군구별 적용인구 현황","명","87834","83107","79218","74482","70741","67172","63734","60944",
"성남시 중원구","가입자수","시군구별 적용인구 현황","명","74762","69527","66939","64380","62563","60676","59337","59738",
"성남시 중원구","세대수","시군구별 적용인구 현황","세대","41175","39006","38324","38185","38327","38012","37803","38394",
"성남시 분당구","건강보험적용인구","시군구별 적용인구 현황","명","499312","503596","500472","495127","489757","484998","487157","486248",
"성남시 분당구","사업장수","시군구별 적용인구 현황","개","18154","19555","20439","21240","22116","22756","23629","23708",
"성남시 분당구","총가입자수","시군구별 적용인구 현황","명","403126","407696","405168","400085","395930","391828","392546","386422",
"성남시 분당구","가입자수","시군구별 적용인구 현황","명","184916","191729","194543","198482","201153","204876","210313","214473",
"성남시 분당구","피부양자수","시군구별 적용인구 현황","명","218210","215967","210625","201603","194777","186952","182233","171949",
"성남시 분당구","가입자수","시군구별 적용인구 현황","명","96186","95900","95304","95042","93827","93170","94611","99826",
"성남시 분당구","세대수","시군구별 적용인구 현황","세대","50750","51036","51732","53387","53841","54698","56707","60362",
"의정부시","건강보험적용인구","시군구별 적용인구 현황","명","420085","424653","427604","433969","439432","449395","453902","455393",
"의정부시","사업장수","시군구별 적용인구 현황","개","8034","8716","9236","9778","10243","10649","11008","11199",
"의정부시","총가입자수","시군구별 적용인구 현황","명","285612","292007","295693","301389","306461","310997","315350","311866",
"의정부시","가입자수","시군구별 적용인구 현황","명","122975","129162","134378","142551","149375","156064","163309","168412",
"의정부시","피부양자수","시군구별 적용인구 현황","명","162637","162845","161315","158838","157086","154933","152041","143454",
"의정부시","가입자수","시군구별 적용인구 현황","명","134473","132646","131911","132580","132971","138398","138552","143527",
"의정부시","세대수","시군구별 적용인구 현황","세대","70986","71199","72008","74676","76809","81760","83688","88097",
"안양시 만안구","건강보험적용인구","시군구별 적용인구 현황","명","244135","249344","252840","249853","244607","239640","239092","235907",
"안양시 만안구","사업장수","시군구별 적용인구 현황","개","5582","5799","6298","6527","6793","6868","7012","6946",
"안양시 만안구","총가입자수","시군구별 적용인구 현황","명","175929","181321","184286","181810","177426","173691","174384","169778",
"안양시 만안구","가입자수","시군구별 적용인구 현황","명","80978","85587","89281","91094","91074","91076","94225","95489",
"안양시 만안구","피부양자수","시군구별 적용인구 현황","명","94951","95734","95005","90716","86352","82615","80159","74289",
"안양시 만안구","가입자수","시군구별 적용인구 현황","명","68206","68023","68554","68043","67181","65949","64708","66129",
"안양시 만안구","세대수","시군구별 적용인구 현황","세대","36881","37155","38137","38944","40133","40127","40170","41724",
"안양시 동안구","건강보험적용인구","시군구별 적용인구 현황","명","347871","343277","331643","324180","322658","311014","309779","317197",
"안양시 동안구","사업장수","시군구별 적용인구 현황","개","13236","14275","14612","15219","15842","16345","16902","17570",
"안양시 동안구","총가입자수","시군구별 적용인구 현황","명","275100","273001","265082","258985","258816","249266","249120","252230",
"안양시 동안구","가입자수","시군구별 적용인구 현황","명","124214","126601","125585","126847","130312","128258","131827","138787",
"안양시 동안구","피부양자수","시군구별 적용인구 현황","명","150886","146400","139497","132138","128504","121008","117293","113443",
"안양시 동안구","가입자수","시군구별 적용인구 현황","명","72771","70276","66561","65195","63842","61748","60659","64967",
"안양시 동안구","세대수","시군구별 적용인구 현황","세대","37864","37237","35822","36263","36527","36134","36290","39513",
"      부천시","건강보험적용인구","시군구별 적용인구 현황","명","","846794","848285","844379","836757","825457","817028","803280",
"      부천시","사업장수","시군구별 적용인구 현황","개","","24461","25600","26882","27990","28536","29572","29987",
"      부천시","총가입자수","시군구별 적용인구 현황","명","","608928","610178","605863","597373","586743","580949","562133",
"      부천시","가입자수","시군구별 적용인구 현황","명","","287084","294806","303068","306897","307704","314116","315831",
"      부천시","피부양자수","시군구별 적용인구 현황","명","","321844","315372","302795","290476","279039","266833","246302",
"      부천시","가입자수","시군구별 적용인구 현황","명","","237866","238107","238516","239384","238714","236079","241147",
"      부천시","세대수","시군구별 적용인구 현황","세대","","126612","129234","133557","140061","142614","144037","149843",
"부천시 원미구","건강보험적용인구","시군구별 적용인구 현황","명","441383","","","","","","","",
"부천시 원미구","사업장수","시군구별 적용인구 현황","개","13367","","","","","","","",
"부천시 원미구","총가입자수","시군구별 적용인구 현황","명","323256","","","","","","","",
"부천시 원미구","가입자수","시군구별 적용인구 현황","명","150945","","","","","","","",
"부천시 원미구","피부양자수","시군구별 적용인구 현황","명","172311","","","","","","","",
"부천시 원미구","가입자수","시군구별 적용인구 현황","명","118127","","","","","","","",
"부천시 원미구","세대수","시군구별 적용인구 현황","세대","62679","","","","","","","",
"부천시 소사구","건강보험적용인구","시군구별 적용인구 현황","명","219679","","","","","","","",
"부천시 소사구","사업장수","시군구별 적용인구 현황","개","3333","","","","","","","",
"부천시 소사구","총가입자수","시군구별 적용인구 현황","명","155638","","","","","","","",
"부천시 소사구","가입자수","시군구별 적용인구 현황","명","69886","","","","","","","",
"부천시 소사구","피부양자수","시군구별 적용인구 현황","명","85752","","","","","","","",
"부천시 소사구","가입자수","시군구별 적용인구 현황","명","64041","","","","","","","",
"부천시 소사구","세대수","시군구별 적용인구 현황","세대","33604","","","","","","","",
"부천시 오정구","건강보험적용인구","시군구별 적용인구 현황","명","181608","","","","","","","",
"부천시 오정구","사업장수","시군구별 적용인구 현황","개","6434","","","","","","","",
"부천시 오정구","총가입자수","시군구별 적용인구 현황","명","122674","","","","","","","",
"부천시 오정구","가입자수","시군구별 적용인구 현황","명","55618","","","","","","","",
"부천시 오정구","피부양자수","시군구별 적용인구 현황","명","67056","","","","","","","",
"부천시 오정구","가입자수","시군구별 적용인구 현황","명","58934","","","","","","","",
"부천시 오정구","세대수","시군구별 적용인구 현황","세대","30195","","","","","","","",
"광명시","건강보험적용인구","시군구별 적용인구 현황","명","340788","336121","330561","325028","316779","299363","293573","289366",
"광명시","사업장수","시군구별 적용인구 현황","개","6977","7539","7877","8358","8749","9349","9819","10450",
"광명시","총가입자수","시군구별 적용인구 현황","명","253726","251745","248799","244401","238142","226643","224805","220430",
"광명시","가입자수","시군구별 적용인구 현황","명","113127","114501","116536","118464","118760","114965","117360","119340",
"광명시","피부양자수","시군구별 적용인구 현황","명","140599","137244","132263","125937","119382","111678","107445","101090",
"광명시","가입자수","시군구별 적용인구 현황","명","87062","84376","81762","80627","78637","72720","68768","68936",
"광명시","세대수","시군구별 적용인구 현황","세대","44462","43743","43651","44772","45573","42983","41425","42102",
"평택시","건강보험적용인구","시군구별 적용인구 현황","명","459167","469981","481568","499044","523319","547768","579599","596266",
"평택시","사업장수","시군구별 적용인구 현황","개","11857","13048","14119","15179","16174","17354","18566","19417",
"평택시","총가입자수","시군구별 적용인구 현황","명","332570","340881","349132","361554","378259","397773","422620","433726",
"평택시","가입자수","시군구별 적용인구 현황","명","149967","158141","167339","179176","193531","209915","231427","248961",
"평택시","피부양자수","시군구별 적용인구 현황","명","182603","182740","181793","182378","184728","187858","191193","184765",
"평택시","가입자수","시군구별 적용인구 현황","명","126597","129100","132436","137490","145060","149995","156979","162540",
"평택시","세대수","시군구별 적용인구 현황","세대","69401","71502","75133","79543","87735","92718","98751","103881",
"동두천시","건강보험적용인구","시군구별 적용인구 현황","명","93920","94041","93099","92256","91303","90464","90375","89034",
"동두천시","사업장수","시군구별 적용인구 현황","개","1747","1836","1885","1942","1999","2061","2142","2135",
"동두천시","총가입자수","시군구별 적용인구 현황","명","62801","63287","62554","61604","60897","59841","59741","57437",
"동두천시","가입자수","시군구별 적용인구 현황","명","27330","28156","28492","28874","29465","29625","30706","30618",
"동두천시","피부양자수","시군구별 적용인구 현황","명","35471","35131","34062","32730","31432","30216","29035","26819",
"동두천시","가입자수","시군구별 적용인구 현황","명","31119","30754","30545","30652","30406","30623","30634","31597",
"동두천시","세대수","시군구별 적용인구 현황","세대","17270","17127","17389","17931","18271","18619","18972","19894",
"안산시 상록구","건강보험적용인구","시군구별 적용인구 현황","명","384843","369706","364155","352700","351576","352679","354494","350251",
"안산시 상록구","사업장수","시군구별 적용인구 현황","개","6276","6693","7251","7473","7808","8170","8625","8564",
"안산시 상록구","총가입자수","시군구별 적용인구 현황","명","260573","253758","250173","241091","233455","240416","239858","232773",
"안산시 상록구","가입자수","시군구별 적용인구 현황","명","120349","118754","120754","120449","119574","126868","129598","130194",
"안산시 상록구","피부양자수","시군구별 적용인구 현황","명","140224","135004","129419","120642","113881","113548","110260","102579",
"안산시 상록구","가입자수","시군구별 적용인구 현황","명","124270","115948","113982","111609","118121","112263","114636","117478",
"안산시 상록구","세대수","시군구별 적용인구 현황","세대","66616","62575","62683","63368","70052","67703","70947","74120",
"안산시 단원구","건강보험적용인구","시군구별 적용인구 현황","명","326283","335883","329295","329402","342147","344792","342813","340832",
"안산시 단원구","사업장수","시군구별 적용인구 현황","개","15417","16266","16856","17505","17919","18369","19120","19547",
"안산시 단원구","총가입자수","시군구별 적용인구 현황","명","237571","243068","238974","237784","240673","238835","239064","234293",
"안산시 단원구","가입자수","시군구별 적용인구 현황","명","115169","121507","123170","125923","129804","132078","134974","136682",
"안산시 단원구","피부양자수","시군구별 적용인구 현황","명","122402","121561","115804","111861","110869","106757","104090","97611",
"안산시 단원구","가입자수","시군구별 적용인구 현황","명","88712","92815","90321","91618","101474","105957","103749","106539",
"안산시 단원구","세대수","시군구별 적용인구 현황","세대","48186","51038","50725","52692","64444","67986","67371","70444",
"고양시 덕양구","건강보험적용인구","시군구별 적용인구 현황","명","433925","437470","440651","442486","459351","470565","478132","485809",
"고양시 덕양구","사업장수","시군구별 적용인구 현황","개","8877","9809","10742","11433","12035","12917","13768","14309",
"고양시 덕양구","총가입자수","시군구별 적용인구 현황","명","312876","318333","321555","323420","336882","345184","351504","352368",
"고양시 덕양구","가입자수","시군구별 적용인구 현황","명","137081","143195","149236","155704","167854","175956","185333","193506",
"고양시 덕양구","피부양자수","시군구별 적용인구 현황","명","175795","175138","172319","167716","169028","169228","166171","158862",
"고양시 덕양구","가입자수","시군구별 적용인구 현황","명","121049","119137","119096","119066","122469","125381","126628","133441",
"고양시 덕양구","세대수","시군구별 적용인구 현황","세대","64426","64508","65716","67795","71674","74785","76907","82624",
"고양시일산동구","건강보험적용인구","시군구별 적용인구 현황","명","285553","291605","293155","295933","298698","300057","299821","297849",
"고양시일산동구","사업장수","시군구별 적용인구 현황","개","12399","13400","14219","14927","15549","16000","16504","16744",
"고양시일산동구","총가입자수","시군구별 적용인구 현황","명","207210","214516","215257","217471","219154","219943","219791","214409",
"고양시일산동구","가입자수","시군구별 적용인구 현황","명","93475","99839","102589","107305","111107","114130","117614","119189",
"고양시일산동구","피부양자수","시군구별 적용인구 현황","명","113735","114677","112668","110166","108047","105813","102177","95220",
"고양시일산동구","가입자수","시군구별 적용인구 현황","명","78343","77089","77898","78462","79544","80114","80030","83440",
"고양시일산동구","세대수","시군구별 적용인구 현황","세대","41573","41443","42717","44512","46280","47691","48573","51274",
"고양시일산서구","건강보험적용인구","시군구별 적용인구 현황","명","296927","298832","298399","295936","301761","302221","297732","291410",
"고양시일산서구","사업장수","시군구별 적용인구 현황","개","5954","6360","6600","6868","7501","7874","8304","8571",
"고양시일산서구","총가입자수","시군구별 적용인구 현황","명","224201","226955","227273","224716","228435","227325","224601","215622",
"고양시일산서구","가입자수","시군구별 적용인구 현황","명","94498","98598","101405","103564","108537","110683","112370","112360",
"고양시일산서구","피부양자수","시군구별 적용인구 현황","명","129703","128357","125868","121152","119898","116642","112231","103262",
"고양시일산서구","가입자수","시군구별 적용인구 현황","명","72726","71877","71126","71220","73326","74896","73131","75788",
"고양시일산서구","세대수","시군구별 적용인구 현황","세대","35723","35845","36287","37753","40064","41773","41717","44138",
"과천시","건강보험적용인구","시군구별 적용인구 현황","명","68232","63079","56849","57715","58082","63179","74088","79562",
"과천시","사업장수","시군구별 적용인구 현황","개","1933","2138","2204","2248","2310","2395","2489","2634",
"과천시","총가입자수","시군구별 적용인구 현황","명","53629","49418","44972","45522","46068","50431","59867","63982",
"과천시","가입자수","시군구별 적용인구 현황","명","23733","22447","20688","22103","23128","26000","31833","35245",
"과천시","피부양자수","시군구별 적용인구 현황","명","29896","26971","24284","23419","22940","24431","28034","28737",
"과천시","가입자수","시군구별 적용인구 현황","명","14603","13661","11877","12193","12014","12748","14221","15580",
"과천시","세대수","시군구별 적용인구 현황","세대","7621","7179","6338","6725","6762","7308","8311","9195",
