"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù","2023.03 ¿ù","2023.04 ¿ù","2023.05 ¿ù","2023.06 ¿ù","2023.07 ¿ù","2023.08 ¿ù","2023.09 ¿ù","2023.10 ¿ù","2023.11 ¿ù","2023.12 ¿ù",
"ÇÏ³²","¿ùÆò±Õ","",".006",".006",".006",".005",".005",".003",".003",".003",".003",".003",".004",".005",".006",".006",".006",".004",".004",".004",".003",".003",".003",".004",".003",".004",".005",".005",".005",".004",".004",".004",".003",".004",".003",".003",".004",".004",".005",".005",".005",".004",".004",".004",".003",".003",".004",".003",".004",".004",".005",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".005",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".003",".002",".0026",".0026",".0026",".0022",".0023",".0022",".0021",".0022",".002",".0021",".0022",".0022",
"È­¼º","¿ùÆò±Õ","",".005",".005",".005",".004",".004",".004",".003",".003",".004",".004",".004",".005",".005",".005",".006",".005",".005",".004",".004",".004",".004",".005","0.005*","0.006**",".006",".005",".006",".005",".005",".004",".004",".005",".004",".005",".006",".006",".005",".005",".005",".004",".005",".005",".003",".003",".004",".004",".004",".005",".005",".005",".004",".004",".003",".003",".003",".003",".003",".003",".004",".003",".004",".004",".005",".005",".005",".005",".005",".005",".005",".005",".005",".005",".005",".004",".004",".003",".004",".004",".003",".003",".004",".004",".004",".005",".004",".004",".004",".004",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".003",".003",".003",".0028",".0029",".0033",".0029",".0031",".0031",".003",".0031",".0034",".0038",".0035",".0036",
"¾çÁÖ","¿ùÆò±Õ","",".009",".008",".008",".006",".005",".004",".004",".003",".004",".004",".006",".006",".007",".006",".007",".006",".005",".003",".004",".004",".004",".004",".005",".006",".007",".007",".005",".004",".004",".003",".003",".003",".003",".004",".004",".005",".005",".005",".004",".004",".004",".004",".003",".003","0.004**",".003",".006",".008",".008",".007",".005",".004",".004",".003",".004",".004",".003",".003",".003",".004",".004",".004",".004",".003",".004",".003",".002",".002",".003",".003",".003",".003",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".003",".004",".004",".004",".003",".004",".004",".004",".002",".002",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".0033",".0031",".0029",".0027",".0026",".0032",".0031",".0034",".0026",".0025",".0027",
"µ¿µÎÃµ","¿ùÆò±Õ","",".01",".008",".008",".006",".005",".003",".003",".003",".003",".004",".007",".008",".008",".007",".007",".005",".004",".004",".004",".004",".005",".005",".006",".007",".008",".008",".006",".005",".004",".004",".004",".003",".004",".004",".005",".005",".005",".006",".005",".005",".005",".004",".003","0.003**",".003",".003",".006",".007",".005",".006",".005",".004",".003",".004",".004",".003",".003",".003",".004",".005",".005",".005",".005",".003",".004",".003",".002",".003",".004",".003",".005",".006",".005",".004",".004",".004",".004",".005",".004",".004",".004",".005",".004",".005",".005",".005",".004",".004",".003",".002",".003",".003",".003",".004",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".004",".004",".0029",".0028",".0028",".0024",".0026",".0025",".0026",".0027",".0022",".0027",".0029",".0023",
"¾È¼º","¿ùÆò±Õ","",".006",".006",".006",".006",".007",".005",".005",".003",".004",".004",".004",".005",".005",".005",".005",".004",".005",".004",".003",".003",".003",".004",".004",".005",".006",".006",".005",".005",".004",".004",".003",".003",".003",".004",".004",".005",".005",".004",".005",".004",".004",".005",".003",".003",".003",".004",".004",".004",".005",".005",".004",".003",".003",".003",".003","0.003**",".002",".002",".003",".004",".004",".003",".003",".002",".003",".002",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002",".001",".002",".002",".003",".003",".001",".0017",".0018",".0022",".0018",".0017",".0014",".0011",".0013",".0012",".0015",".0017",".0017",
"ÀÌÃµ","¿ùÆò±Õ","",".007",".006",".006",".006",".006",".005",".006",".004",".004",".004",".006",".007",".008",".007",".006",".004",".005",".004",".004",".005",".005",".005",".004","0.006*",".005",".005",".006",".004",".004",".003",".003","0.004*",".003",".004",".006",".007",".006",".006",".005",".005",".006",".005",".004",".004",".004",".006",".005",".005",".007",".007",".004",".004",".003",".003",".003",".003",".003",".004",".004",".004",".005",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".003",".003",".003",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".0027",".0028",".0029",".0028",".0028",".0025",".0026",".0028",".0033",".0029",".003",".0032",
"ÆÄÁÖ","¿ùÆò±Õ","",".008",".006",".006",".004",".005",".002",".003",".003",".004",".004",".006",".007",".008",".007",".006",".004",".004",".003",".003",".003",".003",".004",".004",".006",".006",".006",".005",".004",".003",".004",".003",".003",".003",".003",".004",".005",".006",".006",".005",".004",".003",".003",".003",".002",".003",".003",".004",".005",".005",".005",".003",".003",".002",".002",".003",".002",".002",".003",".003",".005",".005",".004",".004",".003",".003",".002",".002",".002",".002",".002",".003",".004",".003",".003",".002",".002",".002",".002",".002",".002",".002",".003",".003",".004",".004",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".002",".002",".002",".001",".002",".002",".002",".002",".003",".003",".0032",".0028",".0026","0.0022*","0.0023*","0.0021*","0.0019*","0.0018*",".0017",".002",".0021",".0023",
"Æ÷Ãµ","¿ùÆò±Õ","",".007",".006",".006",".005",".005",".003",".004",".004",".004",".004",".005",".006",".007",".006",".005",".004",".004",".003",".003",".004",".004",".005",".004",".005",".004",".004",".004",".004","0.005**",".004",".003",".003",".004",".004",".005",".005",".006",".006",".006",".005",".004",".003",".003",".003",".004",".004",".005",".005",".005",".005",".005",".004",".004",".003",".003",".003",".003",".004",".004",".005",".006",".005",".006",".004",".004",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".002",".003",".004",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".003",".003",".0033",".0032",".0032",".0025",".0025",".0023",".0022",".0021",".002",".0023",".0023",".0026",
"¿©ÁÖ","¿ùÆò±Õ","",".008",".006",".006",".004",".005",".004",".003",".003",".004",".004",".006",".007",".008",".008",".008",".005",".005",".004",".004",".004",".003",".004",".004",".005",".006",".005",".006",".005",".004",".004",".003",".004",".003",".004",".005",".006",".006",".006",".005",".005",".006",".003",".003",".002",".003",".003",".004",".006",".007",".007",".004",".003",".003",".003",".004",".004",".004",".003",".003",".004",".004",".004",".004",".003",".003",".004",".005",".003",".003",".003",".004",".005",".004",".004",".004",".003",".004",".004",".003",".004",".003",".003",".003",".003",".003",".004",".004",".004",".003",".003","0.004*",".003",".003",".003",".003",".003",".003",".003",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".0025",".0025",".0027",".0027",".0025",".0026",".0023",".0026",".0027",".0027",".0027",".0028",
"¿¬Ãµ","¿ùÆò±Õ","",".006",".005",".005",".004",".004",".003",".003",".003",".003",".003",".004",".007",".007",".006",".005",".004",".004",".003",".002",".003",".003",".003",".004",".005",".006",".005",".004",".003",".003",".003",".003",".003",".002",".003",".004",".005",".005",".004",".004",".004",".004",".004",".004",".004",".003",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".004",".004",".004",".003",".002",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".003",".003",".004",".004",".005",".004",".003",".004",".004",".004",".004",".002",".003",".002",".003",".003",".003","0.003**","0.003**",".002",".002",".002",".001",".001","0.001*",".002",".002",".002",".002",".0022",".0021",".0021",".0018",".0015",".0012",".0012",".0012",".0013",".0017",".002",".0021",
"°¡Æò","¿ùÆò±Õ","",".005",".006",".006",".005",".005",".004",".004",".004",".003",".003",".005",".006",".005",".005",".005",".003",".004",".003",".003",".003",".003",".003",".004",".005",".006",".004",".004",".004",".003",".003",".003",".003",".003",".003",".004",".004",".005",".005",".005",".003",".003",".003",".003",".003",".003",".003",".004",".005",".005",".004",".003",".003",".002",".003",".003",".003",".003",".003",".003",".004",".003",".003",".003",".003",".003","0.004*",".003",".003",".004",".004",".004",".004",".003",".002",".003",".003",".002",".002",".002",".002",".003",".003",".003",".004",".003",".003",".002",".002",".002",".002",".002",".002","0.002*","0.002**","0.002**",".003",".003",".003",".002",".002",".002",".001",".001",".002",".002",".002",".002",".002",".0023",".0023",".002",".0012",".0014",".0011",".0011",".0011",".0012",".0015",".0022",".0025",
"¾çÆò","¿ùÆò±Õ","",".007",".004",".003",".004",".004",".003",".003",".002",".002",".002",".003",".005",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".004",".004",".003",".003",".002",".002",".002",".002",".002",".003",".003",".004",".004",".004",".003",".003",".003",".002",".002",".002",".002",".003",".003",".004",".003",".003",".003",".002",".003",".002",".002",".002",".002",".003",".003",".003",".003",".003",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".001",".002",".002",".002",".003",".003",".002",".003",".003",".002",".002",".002",".002",".002","0.002**",".002",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0022",".0022",".0024",".0018",".0018",".0014",".0014",".0017",".0018",".0021",".0025",".0023",
"µµÆò±Õ","¿ùÆò±Õ","",".008",".007",".007",".006",".006",".005",".004",".004",".004",".004",".005",".006",".007",".006",".006",".005",".006",".005",".004",".004",".004",".004",".004",".005",".006",".005",".005",".005",".005",".004",".004",".004",".004",".004",".005",".005",".005",".005",".006",".005",".005",".004",".004",".003",".004",".004",".004",".005",".005",".005",".004",".004",".004",".004",".003",".003",".003",".003",".004",".004",".005",".004",".004",".004",".004",".004",".003",".003",".003",".003",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0025",".0025",".0026",".0022",".0023",".0021",".0021",".0021",".0022",".0024",".0026",".0027",
"¾ç±¸","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002*",".002",".002",".002",".002",".001",".002",".002",".001",".001",".002",".003",".002",".003",".002",".003",".002",".002",".002",".002",".002",".002",".002",".001",".001",".001",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".001",".002",".002",".002",".002",".002",".002",".0021",".0021",".0021",".002",".002",".0017",".0019",".002",".002",".0019",".0017",".0016",
"°í¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".001",".001",".001",".002",".002",".002",".002",".002",".002",".002",".001",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".001",".002",".002",".0021",".0021",".0017",".0013",".0017",".0018",".0016",".0017",".0019",".0014",".0017",".0023",
"Á¤¼±","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".003",".004",".002",".002",".002",".002",".002",".002",".002",".002",".003",".004",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".003",".003",".002",".002",".002",".002",".002",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0026",".0028",".0024",".002",".002",".002",".0017",".0018",".0018",".0018",".0018",".0015",
"È¾¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".001",".002",".001",".002",".001",".001",".002",".001",".002",".002",".003",".003",".003",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".001",".001",".001",".001",".002",".002",".002",".002",".002",".002",".002",".002",".002",".001",".001",".002",".002",".002",".002",".002",".0021",".0023",".0021",".0014",".0013",".0012",".0011","0.0019*","0.0023**","0.0024**","0.0023**",".0026",
"ÃáÃµ","¿ùÆò±Õ","",".008",".006",".005",".003",".004",".002",".002",".002",".003",".002",".005",".007",".007",".007",".006",".004",".003",".003",".002",".002",".002",".003",".003","0.005*","0.006**","0.006**","0.004**","0.003**","0.002**","0.002**","0.002**","0.002**","0.002**","0.003**","0.004**","0.005**","0.005**",".004",".003",".003",".003",".002",".002",".002",".003",".003",".004",".004",".004",".004",".004",".003",".003",".003",".002",".002",".003",".003",".003",".004",".005",".004",".003",".002",".003",".002",".002",".002",".002",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002","0.002*","0.002*",".003",".004",".004",".004",".003",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".0027",".0026",".0022",".0017",".0018",".0013","0.0015*","0.0016*","0.0016*","0.0019*","0.0025*","0.0027*",
"°­¸ª","¿ùÆò±Õ","",".008",".004",".004",".005",".003",".002",".002",".002",".002",".003",".005",".007",".007",".007",".006",".004",".003",".003",".002",".002",".002",".003",".004",".005",".004",".005",".005",".003",".002",".002",".002",".002",".002",".003",".004",".005",".005",".004",".004",".003",".003",".001",".001",".002",".003",".003",".003",".004",".005",".005",".005",".002",".002",".002",".002",".002",".003","0.003**",".003",".004",".005",".004",".003",".002",".002",".002",".001",".001",".001","0.001*","",".002",".002",".003",".002",".002",".003",".003",".002",".002",".003",".002",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".003",".003",".003",".003",".004",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".0027",".0031",".0025",".0019",".0018",".0013",".0016",".0018",".0017",".0017",".0022",".0027",
"¿øÁÖ","¿ùÆò±Õ","",".014",".009",".007",".004",".003",".002",".002",".002",".002",".003",".008",".012",".012",".01",".009",".004",".003",".002",".002",".002",".002",".003",".004",".008",".009",".007",".006",".004",".002",".002",".002",".002",".002",".003",".005",".006",".007",".006",".005",".003",".002",".002",".001",".001",".002",".002",".005",".006",".006",".006",".004",".002",".002",".002",".002",".002",".002","0.002*",".003",".004",".006",".004",".004",".002",".002",".002",".002",".002",".001",".002",".003",".004",".004",".003",".003",".002","0.002*","0.002*",".002",".002",".002",".003",".003",".004",".004",".003",".003",".003",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".002",".003",".002",".002",".002",".002",".002",".003",".004",".0039",".004",".0033",".0024",".002",".0018",".0016",".0016",".0016",".002",".0027",".0029",
"µ¿ÇØ","¿ùÆò±Õ","",".008",".006",".005",".005",".004",".003",".003",".002",".002",".003",".004",".006",".006",".005",".005",".003",".004",".003",".002",".002",".002",".003",".003",".004",".004",".004",".003",".002",".003",".002",".002",".001",".001",".002",".003",".003",".003",".003",".003",".002",".003",".002",".002","0.002*","0.003**",".002",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002","0.002*",".002",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002","0.002*",".002",".002",".002",".002",".002",".002",".001",".001",".001",".001",".002",".003",".003",".003",".002",".002",".002",".002",".001",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0021",".0021",".0018",".0012",".0013",".0014",".0018",".001",".001",".0014",".0018",".0022",
"»ïÃ´","¿ùÆò±Õ","",".008",".005",".005",".004",".004",".002",".002",".002",".002",".003",".004",".008",".007",".006",".005",".003",".003",".002",".002",".002",".002",".003",".004",".005",".006",".005",".004",".003",".002",".002",".002",".002",".002",".003",".004",".004",".004",".003",".003",".002",".003",".002",".001",".001","0.003**",".002",".004",".004",".004",".004",".003",".002",".002",".002",".002",".001",".001",".002",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".003",".003",".003",".004",".004",".004",".003",".003",".003",".002",".002",".002",".002",".002",".003",".003",".004",".003",".002",".002",".002",".001",".001",".001",".001",".001",".003",".002",".0023",".0023",".0018",".0016",".0014",".0013",".0011",".001",".001",".0013",".0021",".002",
"ÆòÃ¢","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".001",".001",".001",".001",".001",".001",".001",".001",".002",".002",".003",".002",".003",".002",".002",".001",".001",".002",".001",".002",".002",".002",".002",".001",".001",".002",".002",".002",".003",".003",".003",".002",".003",".002",".002",".003",".003",".002",".002",".002",".002",".001",".001",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0019",".0017",".0017",".0017",".0019",".002",".002",".0017",".001",".0012",".0015",".0016",
"¾ç¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".002",".002",".003",".002",".002",".002",".002",".003",".003",".003",".003",".003",".003",".003",".002",".002",".001",".001",".002",".003",".003",".003",".003",".002",".002",".002",".001",".001",".001",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".001",".002",".002",".002",".002",".002",".002",".002",".0021",".0018",".0013",".0014",".0012",".0014",".0016",".002",".0019",".0023",".0025",
"¼ÓÃÊ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.007*",".007",".006",".005",".004",".003",".003",".003",".002",".003",".006",".006",".005",".005",".004",".004",".003",".003",".003",".004",".003",".002",".003",".004",".004",".004",".004",".003",".003",".002",".002",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".0033",".0039",".0033",".0023",".0022",".0026",".0021",".0019",".002",".0023",".0028",".0036",
"¿µ¿ù","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".001",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003","0.003*",".003",".003",".004",".004",".004",".003",".002",".003",".002",".003",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".0021",".0028",".0024",".0019",".0021",".0019",".0011",".002",".002",".002",".0022","0.0013*",
"Ã¶¿ø","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".005",".004",".004",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".004",".004",".003",".003",".003",".003",".004",".004",".003",".003",".002",".004",".004",".004",".004",".005",".003",".004",".003",".004",".004",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".001",".001",".003",".003",".0029",".0033",".0022",".0016",".0017",".0012",".0015",".0022",".0021",".0035",".0028",".0028",
"È«Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".003",".003",".002",".002",".002",".002",".004",".004",".004",".003",".003",".003",".004",".003",".004",".003",".003",".004",".004",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".003",".003",".001",".002",".002",".002",".002",".002",".0021",".0022",".0019",".002",".0022",".0022",".002",".003",".0024",".0013",".002",".0027",
"È­Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".002",".002",".001",".001",".001",".001",".001",".001",".002",".002",".002",".003",".003",".002",".002",".002",".001",".001",".001",".001",".002",".001",".002",".002",".002",".001",".001",".001",".001",".002",".001",".002",".002",".002",".002",".002",".002",".001",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0027",".0022",".0021",".0015",".0012",".0011",".0017",".002",".002",".002",".0026",".0026",
"ÅÂ¹é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".004",".003",".003",".003",".002",".002",".002",".002",".002",".003",".004",".004",".003",".002",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".003",".003",".003",".004",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".003",".0033",".0035",".0031",".0026",".0021",".0021",".002",".0021",".0021",".0023",".0027",".0029",
"ÀÎÁ¦","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.002*",".003",".003",".002",".002",".002",".002",".002",".003",".003",".002",".002",".002",".002",".002",".002",".001",".001",".002",".002",".002",".002","0.002*","0.002*",".002",".002",".002",".002",".002",".001",".001",".003",".003",".003",".002",".002",".002",".002",".001",".001",".001",".002",".002",".002",".002",".002",".0014",".0016",".0011",".0016",".0015",".0011",".0017",".0018",".0021",".0024",".0021",
"µµÆò±Õ","¿ùÆò±Õ","",".01",".007",".006",".004",".003",".002",".002",".002",".002",".003",".006",".008",".008",".007",".006",".004",".003",".002",".002",".002",".002",".003",".004",".006",".006",".006",".005",".003",".002",".002",".002",".002",".002",".003",".004",".005",".005",".004",".004",".003",".003",".002",".001",".002","0.002*",".003",".004",".004",".004",".004",".003",".002",".002",".002",".002",".002",".002","0.002*",".003",".003",".004",".003",".003",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".003",".0027",".0028",".0024",".0018",".0018",".0016",".0016",".0018",".0018",".0019",".0023",".0025",
"±«»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".005",".004",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".004",".003",".003",".003",".003",".002",".002",".002",".002",".002",".003",".003",".002",".0026",".0025",".0027",".0027",".0025",".0023",".0026",".0028",".0029",".0032",".0035",".0032",
"À½¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".004",".004",".003",".003",".003",".002",".003",".003",".002",".003",".004",".004",".004",".003",".003",".003",".003",".003",".003",".002",".003",".002",".003",".003",".002",".002",".002",".002","0.002*",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0018",".0019",".002",".0017",".0018",".0018",".0016",".0015",".0013",".0013",".0014",".002",
"Ã»ÁÖ","¿ùÆò±Õ","","0.007*",".005",".005",".004",".003",".002",".002",".002",".003",".003",".004",".005",".006",".006",".005",".004",".004",".002",".002",".003",".003",".003",".003",".005",".006",".005",".005",".004",".004",".003",".002",".003",".002",".002",".004",".004",".004",".005",".004",".003",".003",".003",".002",".003",".003",".003",".003",".004",".004",".004",".003",".004",".003",".004",".003",".004",".003",".003",".004",".004",".005",".004",".003",".003",".003",".003",".003",".003",".002",".002",".003",".004",".003",".003",".004",".004",".003",".003",".003",".003",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0023",".0023",".0022",".0016","0.0017*",".0018",".0015",".0015",".0013",".0015",".0017",".0017",
"ÃæÁÖ","¿ùÆò±Õ","",".008",".006",".006",".004",".004",".002",".001",".003",".003",".003",".006",".005",".007",".007",".01",".004",".004",".002",".001",".002",".003",".003",".004",".005",".006",".004",".004",".004",".004",".002",".003",".002",".003",".003",".003",".003",".003",".004",".004",".003",".002",".002",".001","0.002**",".002",".002",".003",".004",".004",".005",".004",".003",".003",".003",".003",".003",".003",".003",".004",".004",".005",".004",".004",".003",".003","0.002**",".002",".002",".003",".004",".004",".004",".004",".004",".003",".003",".003",".003",".003",".002",".003",".003",".003",".003",".003",".003",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".002",".0024",".0023",".0023",".0021",".002",".0019",".0017",".0018",".0018",".002",".0022",".002",
